Date,implied_volatility,open_interest,last_traded_price,high,low,ask_price,bid_price,option_type,strike_price,expiry_date,volume,VWAP,ATR,ADX,CCI,MACD,MACD_signal,OBV,Stochastic_K,Stochastic_D,Ultimate_Oscillator,Williams_R,Bollinger_Bands_Upper,Bollinger_Bands_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower
2023-01-01,17.97316245103544,173961,105.12922618167113,106.9261163379675,101.45020096298033,109.7269724221652,101.13928696987165,Call,76000,2025-07-31,8468,105.83591216077015,1.1309937990426597,40.060023356448255,52.22068980683417,4.752055429803841,2.3753331976282617,-48995,45.792907944871295,8.641348897600853,28.82197609810705,-71.69834474864703,109.0219306796608,101.70419399725108,106.14075906019262,103.79360571999663
2023-01-02,15.10855527507947,174805,101.01465344125133,111.51161849434146,98.05314022589526,100.94687530007207,102.44663092586265,Put,75500,2025-07-31,1699,102.18881366279221,1.328522722783796,26.895585256909925,-18.841777749192573,0.07058304782047742,2.819443130895179,42713,27.34853627138165,43.833345327284114,2.030977604796469,-68.13101806502621,114.71322170200844,101.02224696686947,110.46672648537547,96.51099233349535
2023-01-03,25.03495537485167,109696,107.83920175221502,111.9491332381442,95.70327426134523,102.35704169457198,108.64312012538402,Call,75500,2025-07-31,5142,108.50952095124408,2.201072772937289,31.69725331242594,64.13598058398185,-4.4649781356207185,4.209145837526879,79446,85.7023452620722,39.90226705229113,11.857553927911491,-39.11653651242983,112.82315505274431,103.15383651206146,114.38065235751652,95.48296297326573
2023-01-04,29.264100931652855,185612,104.65032219477382,114.80627468346646,98.69348873036917,101.41101616493584,99.94330408660967,Call,76000,2025-07-31,5435,103.39746865354826,2.6867274683632316,12.389333474906179,-83.32960410066903,-2.907556995107432,0.5337093723455952,-9691,59.15699582292999,47.151703123729675,77.18868180539917,-41.53270824433892,106.12155093818217,95.03839788023332,111.26108078025278,98.73697588897087
2023-01-05,12.031144146287708,165458,101.73369317946724,111.60450793191073,95.04275170931339,103.33497319458198,103.16418953243566,Call,75000,2025-07-31,7785,106.16191891571381,1.5802979603340659,18.68845064386342,11.771707487201795,-0.3699765822796728,3.8277446704280536,26427,13.491670367353247,12.40920124123055,37.036316618457896,-79.82629145390004,105.00888028701851,99.52422139386377,111.47814933823825,102.42004006924083
2023-01-06,18.33549118525601,98363,103.68817539272179,111.32848139928592,97.0147085808492,108.38878334322165,100.99460190308764,Put,76000,2025-07-31,9737,101.10474742665171,2.3646478056443234,18.868524743858202,-73.24796955807118,1.4742256088344714,2.4822192823177183,14575,16.449941260554436,32.020309261565195,73.68482276457654,-52.734769376899024,110.72846998749853,101.28391076296657,108.33584260663613,95.65108244023617
2023-01-07,15.398516924366687,190606,108.93166273181711,110.74266505689421,104.38642325092783,103.04163432974782,107.35991039301878,Put,75500,2025-07-31,5523,102.74886757296301,4.304396029649728,29.650991338962307,97.93829764649266,0.31018479821400025,-4.568220380304432,51589,56.80959870121948,96.08287286571041,11.731116707933841,-21.492137310804296,106.946378350064,102.04064166981716,111.51556419425197,98.8623626689216
2023-01-08,15.81666304854153,73136,106.38060294227081,113.41587457180573,98.3024827474863,109.19580189526489,105.9503975384691,Call,76000,2025-07-31,7338,103.57511293410413,1.6622728254055072,44.48080633594396,-79.24890307492694,-1.4654340541434783,-2.3210662952426553,26414,83.08072612534903,40.289425949132664,85.42754442534147,-51.43889231437909,111.17694150242014,98.47789943749541,112.12381448878632,100.72186904615631
2023-01-09,28.641817110145134,127251,100.39049723451315,109.98314361808694,100.95687592923025,109.58707325513807,109.07541855298246,Call,75500,2025-07-31,2276,104.25966189364284,3.103250011709882,18.830798553953464,-8.356464933144395,3.6333277873730125,3.5390293267557595,-82680,84.25370851767595,23.418409582726795,35.78201984781442,-17.50526160813982,112.97172473058171,97.29384077903772,115.25589696085748,102.02262941921316
2023-01-10,12.686028658183304,137727,100.69903903621868,112.45629079078535,98.60317968889345,108.05195936381918,107.87940080236521,Put,75500,2025-07-31,5317,108.73637830725454,2.6655243138051783,49.7622833686134,-65.84745024683896,-0.7873629910422153,1.1042862311208044,648,50.72159897689298,8.59456444835579,45.44022714876521,-10.307287831381302,114.85267486030392,101.69913582701496,111.11352378182927,98.89800460978374
2023-01-11,22.41792349078033,135043,104.25751301503622,108.19860412069902,99.92083606387243,104.22665944338551,107.56742546114138,Call,76000,2025-07-31,8276,103.71347253607048,2.551029701916573,18.27643395701748,-15.065047255989356,-3.4878953853994075,-0.2577617174568463,-17865,14.898902724854924,62.75842183992376,89.36926460092319,-62.573772630991975,106.60761866178221,101.3182446059741,113.45667996841293,95.437081115458
2023-01-12,15.739843764784409,158795,109.07773215938704,109.27418327894173,95.06384423053147,100.70290677486804,103.38554906232218,Put,76000,2025-07-31,8249,103.52932641199212,4.058941287982741,25.130169280470778,-63.637118435651516,3.5021105511751536,-0.3668244940529144,35100,28.38671290536038,42.117738508912495,39.83230761756412,-81.06339041889973,114.85137811476615,98.17087895117125,108.86723888075238,99.63477642176495
2023-01-13,12.298902434659588,157385,100.90814170238508,114.61013284521827,96.7504531814271,104.48533950440729,104.60776579284475,Put,75500,2025-07-31,6735,100.98404496068146,3.309663844185965,42.5013876280829,44.53408567182257,-2.0544475559046615,3.3755797455239662,62582,62.18422111247711,60.07649144568562,71.13771851131153,-53.86474022966017,110.710139582624,101.60937555411058,106.80316449893765,95.65487920397332
2023-01-14,19.649783537219726,126676,108.02720214504362,106.7271149555406,100.19100090669238,105.84479630397351,109.2207051050927,Call,75000,2025-07-31,6052,105.6642515065056,2.4662981935946178,28.550881959890443,81.78267462689456,-2.2159132247646216,2.0172253795746364,90703,98.82938255335935,10.27745479918768,37.64319877929412,-40.787393061279595,112.96869629514099,100.3418098769692,113.49667558817694,101.24245473728223
2023-01-15,20.26102254938603,95203,109.71296975597915,113.52778372107905,101.13769592970064,103.7301018221109,101.5901157785102,Put,76000,2025-07-31,6700,104.08998304043112,2.473357833437195,37.51072271063664,27.515207209075143,4.498022168369314,-2.516312368399576,52190,43.59190787398445,81.76260741533308,66.8561108436456,-14.164950583593722,105.62572783017488,103.13109531486981,106.08639025715866,99.36586553403937
2023-01-16,13.72242346902632,61931,104.97039516816925,114.3556534334336,99.86985252917901,108.67624406461321,102.5679981769682,Put,75000,2025-07-31,4623,100.22908565535845,4.248640430108202,20.096046897766374,-27.197935667171052,-3.947000420618317,1.7004156057601696,18769,0.058773194299743814,14.02911323582684,6.425341874957025,-70.40143870908422,111.01409044454105,95.49550319730801,110.90181333830321,98.31641502667773
2023-01-17,21.791322997492852,131587,106.13082885574612,105.15059779645556,102.24851222264827,108.2675384684509,99.63706384526677,Put,75000,2025-07-31,8267,101.44016139658255,3.411499617388841,24.339564447538105,-5.371448223959476,-1.2545683850041902,-3.374268584482747,-92339,70.94632505489042,26.26920108594112,72.96598682135028,-35.50902670566596,108.33457178060029,101.40442948963344,106.20577322676397,95.68228784873388
2023-01-18,26.764157826038705,182563,102.82975207547213,114.8492910782718,98.3447885808059,109.9029765562202,101.037066838773,Call,75000,2025-07-31,2019,107.48374751674181,1.386708856373457,20.654352407852063,-41.52461999421742,-1.039438673438494,-0.6249923499842005,61615,75.70371198317149,59.88282490511221,99.87868206415898,-18.203581966102504,106.84198890032134,96.65797909449094,115.65057790505463,103.3854637281334
2023-01-19,15.047122962568572,165595,104.61831118145246,113.5354473230176,96.08252368821827,103.64038301788362,101.41085468048362,Call,76000,2025-07-31,5455,105.30012483579165,1.8155422623954585,35.78874047365473,-96.72896653242258,-0.2503364620699333,4.648257963980617,15393,98.62924845549863,46.80451942389469,57.66423898587411,-34.50022641126759,108.7868321211633,103.62642285906915,110.25230116836282,94.51992957484923
2023-01-20,15.903038236952513,115674,109.17950072357192,114.78963096917218,96.58241330124456,106.9313375765472,102.83301778362795,Call,76000,2025-07-31,6519,103.79501614012905,1.8794553840351438,13.8456881336222,28.996182595842413,1.6979306984651563,2.9075048266448533,18784,97.52208763049116,60.0350586985318,73.52702995614281,-99.75396096151378,107.20010337024694,99.63083119066222,107.636073022214,103.27329638293605
2023-01-21,27.217505034538995,67296,106.41399476807413,114.34627669695521,103.829637619461,103.60798275102476,99.57494774851935,Call,75000,2025-07-31,7100,105.8646431382316,4.25466283217726,15.375294558492204,30.13540284383933,1.5666124549948925,2.6618063020442664,40345,33.04788241633706,31.86177027207513,35.663516810874995,-0.8461788559758929,106.5605084333986,97.89489346882425,110.57158445174731,103.69636075677386
2023-01-22,20.04377086310272,117983,106.83547681550198,107.3320030282173,101.03772128975028,107.82483910959783,103.78043530101824,Put,76000,2025-07-31,4032,108.30032465044886,4.190084766892396,38.94297148552233,78.3314848643416,1.3511186838076394,1.3240598173580285,71552,14.398345242535527,99.95789614189377,87.27784413474008,-98.07782384594496,113.33883956393836,95.1151377433712,111.61018584831749,103.3281384674426
2023-01-23,19.565649972450636,173105,105.24432151640124,114.00970804869729,102.62561678319076,101.35905240801674,104.53142182951251,Call,75500,2025-07-31,2746,102.32874281903345,4.792853092110228,36.972139252165526,7.775747222455422,2.4545557024432982,-1.3698158804982166,8505,79.01745990385083,49.84067706186717,98.3510947584924,-7.859962656266433,105.17850885875788,101.9817665057185,107.96347611114946,101.2699756716492
2023-01-24,26.93129927862988,84499,108.76916632665197,107.68607879234985,97.31277372641526,108.37865832028065,99.76093808469656,Put,76000,2025-07-31,8101,100.99663195065274,1.9436185979378875,36.95758163976903,-4.902037099120605,1.2966118060668874,2.755993796750623,-77274,93.80641811800726,76.18846212854586,33.44386508411531,-56.375757100695445,109.48076120929613,95.09840700452358,106.89512267035569,101.34606180548083
2023-01-25,28.28035711162596,113971,104.06136306006151,113.92615101145145,101.8951847329265,110.2958576838426,101.55662857544887,Call,76000,2025-07-31,3975,105.67550611129809,3.1741207397633864,19.39641156035225,28.429965947425245,2.3559000931170235,3.2906071571072832,48387,27.15858024519807,49.085841727795795,36.428004823653794,-10.623935762196709,109.96327270507986,103.02385664976512,112.43628179976191,95.22427304562996
2023-01-26,19.035572787150265,54676,102.21810390787086,106.4980255509464,100.98349592089603,107.64311174762096,100.34697493293827,Call,75500,2025-07-31,7385,102.88288535666332,2.9277380671052624,41.60750870920041,-92.83377981102583,0.023289516332296145,0.06255229795679007,1282,81.31619092931078,51.73275259629377,3.5769721106028496,-16.43864126156997,114.2457054047153,103.40530404458332,113.67789490954742,96.74250044261144
2023-01-27,10.86943894539906,159877,105.104224388021,107.65321057756418,98.48586051128761,110.233733880104,107.02510218679386,Call,75000,2025-07-31,1738,105.63811869602303,4.021337169275601,47.395411357706706,57.145524396782264,-4.778608924466639,-0.37300793942960375,-88223,76.5106588912817,51.87804194523302,12.039485529525074,-98.80884650721855,106.99223962911009,103.37713654092283,115.67092003290138,100.33949099057394
2023-01-28,29.93285189865436,112583,104.30321598366918,105.72051320163995,100.30718209221403,103.77846404332728,99.96704504029223,Put,75500,2025-07-31,7322,103.71568550005695,1.7003700126257537,47.58264776616222,-90.7983326936523,-2.49565602298596,4.639593615668506,20487,60.20909804095121,10.886215228207908,82.17655866639913,-36.61425614764126,110.84708757164705,100.44275707028086,113.7541955049616,96.06316361063396
2023-01-29,29.913376831728048,166231,106.16055230431476,106.91282356610634,101.08326565363723,103.65747542967354,108.20531624616798,Put,75500,2025-07-31,2678,103.58727449619622,2.6072732751890038,10.527339310881123,8.75871374976289,4.408467297980426,4.381586614278298,25570,24.596907733255623,48.87408787930444,22.520528397438355,-59.02611399630404,113.89198854147264,102.72723175607086,115.5723026215922,103.1767243830537
2023-01-30,13.816839811975328,117484,107.56259271537307,114.52720577786445,103.5685618146222,104.26788311751271,106.75840987376303,Put,76000,2025-07-31,7626,101.00529079988888,4.824043025921322,12.444889078794198,67.71512679441412,-0.5254230722182651,1.3718086333503363,-43927,23.948404024637227,95.73202839791138,32.27288239432232,-33.07885576348846,107.66303898066325,100.18660228880285,114.38772673413939,97.85107460785903
2023-01-31,20.228999124268746,178403,102.25813939685511,108.71615245186179,96.53811059324045,109.14733169665882,103.77660023548168,Put,75500,2025-07-31,4893,102.05053180786174,4.736618190256481,31.044031473897597,-3.836229327760975,4.217207467888333,-0.8886004693086118,-53542,37.32737568238149,24.01539026718278,59.03378134705858,-13.183610082757951,108.89053419993286,100.1757579188834,111.82642249617399,97.64973149431513
2023-02-01,18.43627825113075,68320,100.79772890507215,111.37638221248318,98.96855336836943,106.60492049528735,106.54673547713261,Call,76000,2025-07-31,6901,101.67395725519016,4.403166029374331,12.058468287517542,-39.693009785976294,0.8499677564813046,4.707633845103041,52942,23.1330130821082,15.124351298955085,34.377066264116074,-4.520649693057749,108.20754009647635,96.95307392785993,108.18584027894418,97.6285613248932
2023-02-02,16.513508228448025,104097,108.09090282918896,114.06360336159865,97.07220463520497,109.50315674004042,102.91911966705342,Call,75500,2025-07-31,5518,107.47677231289836,4.582242027040596,17.410397436584365,-42.967236955226774,-0.5030412687739174,1.6674403910444457,61448,92.85812549212521,27.834381694637354,70.87343084398617,-89.55662766873603,107.74677685248741,99.93563196608712,114.59212196070982,97.59438330680187
2023-02-03,25.865134950955195,92556,106.56738892308354,108.04024140468546,103.65126422897508,106.57888131344932,105.8769295959,Call,75000,2025-07-31,7841,102.57596618831597,4.874017949935452,13.363950813405218,-95.83138723375471,4.2777038029545125,-4.209765779075792,81031,96.8268310630243,83.13814623545896,44.06371709900222,-95.16581337337276,109.88673859805083,104.83298727797968,109.27075603927887,97.1597096966019
2023-02-04,26.010372470513865,112152,102.55222213246613,111.38613436250044,99.76096053600446,104.72982373509222,108.51993451744355,Put,75000,2025-07-31,8824,106.82879723323714,3.541464832685849,41.113249527029296,-71.81918473556628,1.135764887421555,3.060789969518849,52675,11.20542839260108,2.5379250520519037,94.80770379723569,-58.934382632191564,107.37411207157564,96.33603994657517,106.87593788279054,102.71389376442293
2023-02-05,11.00423224794286,98504,108.89623246814851,106.62937835376883,96.5612443441062,109.75181807076353,105.27719213781423,Call,76000,2025-07-31,2886,103.3904572751591,3.773556319022749,45.482243019121555,-61.63220511179255,0.47007517098168083,4.460266617587495,-14192,31.302358186195345,40.44250538565044,12.414590015576643,-38.58310716542477,111.29013813803674,103.164765984766,112.17426525790998,102.35206816013181
2023-02-06,17.492179086364388,97202,106.37631787858976,106.84351336355776,100.80191281552813,102.89036043125697,107.33064496263157,Call,75500,2025-07-31,5564,102.33882065911155,4.972385735156207,48.849557317338956,93.77830009506164,-4.715816008713505,-1.4127621927598613,74910,30.52090083735406,10.886257162716461,70.87406774277031,-73.60322715164432,109.68352342083148,101.71984887011546,113.6613773773402,96.49986220785352
2023-02-07,24.444525374872338,98554,105.2955260443048,114.99465177245229,103.85242620628267,107.0297276551178,104.0397638041659,Call,75000,2025-07-31,9777,102.49334970866093,4.814918336001583,19.01359827892026,-89.64047227321426,-0.12611983818146566,-4.490191051197162,756,98.42278474864285,20.084278614620377,35.289618922672396,-69.58206670250053,107.64500478484347,103.11585061278765,107.46908094315998,95.5720189504043
2023-02-08,16.83900269915668,72270,107.14121730958392,113.57617012616673,96.00591601790305,107.70356309553429,107.63479778693812,Call,75500,2025-07-31,6138,100.94487502119115,1.9575647109070085,31.604635622274397,-50.106930879402675,3.9051208556759356,0.27956722042607574,-36087,34.720651368491794,93.29423059345035,8.58578397400882,-3.20969858303674,106.61007524169706,104.72683184753629,106.52736147915472,102.26542134610476
2023-02-09,29.87680903224121,78509,102.9213714624646,112.4946597450851,99.78127734289752,105.48150310681396,106.97560370754441,Put,76000,2025-07-31,6426,107.77509591805513,4.903895631149633,29.729199014895666,94.40586021866181,3.016654851036952,-0.8842625398785362,-74441,94.00086284688737,31.14383982848966,69.1093515273931,-51.16435876510844,106.89177497531847,104.51958897466335,111.33860251764578,94.44142788285426
2023-02-10,16.930520130446144,119205,109.54584500358331,113.70096962199483,104.14662973495162,106.63854564586039,106.4530313922877,Put,75000,2025-07-31,9554,106.57461805351511,4.676970056185161,28.810524790148246,30.682309283840766,-0.5627785766569238,-1.3391995850796592,-77448,69.29338813900442,93.04006525154678,48.184503799008205,-61.596251806815374,110.29519941749668,95.9433469908789,109.62446477444185,94.47419320078949
2023-02-11,25.33814225135517,180624,103.56015400761348,106.59501158441178,95.29697874904979,106.66178287259342,104.77489295270688,Call,75000,2025-07-31,4448,107.13225539158562,2.3108435709866173,25.276162000298868,-94.65722401473768,0.8853039309374875,1.4208591149002112,24736,22.51585989027085,93.90970798285859,90.87497916469411,-29.257526752923766,114.81661717052272,98.18506871350291,107.82864830022014,100.61561472351424
2023-02-12,22.443672741306877,121282,106.48595793315303,112.14805821207376,99.95532099768987,104.7713533049809,109.31966409966954,Call,75500,2025-07-31,4152,102.44610075927817,3.9064757097364398,18.744826735362462,-29.98926325889053,-2.4420386023002005,0.21792109763118184,-31132,38.25574643575161,92.32810835018137,45.67874498086606,-83.12320126724052,113.54569613413894,98.12331365270539,111.75279433166654,96.21523020636577
2023-02-13,27.904631577459437,52993,104.31618393860367,109.01791070119303,99.57951407865762,109.40941193902405,104.18804366967981,Call,76000,2025-07-31,5403,107.20561151199075,4.761081604900855,46.84060242370889,55.69304088328661,-4.545943552656871,-3.929372312890175,-5327,63.43058915546046,21.26434768399307,45.60243797895398,-24.8477112558749,110.14113774286952,96.67697553845642,108.47270718424635,96.6608145985865
2023-02-14,26.174252613093532,74669,103.57817414509103,114.36891712297567,104.26206495647685,105.40924841193784,101.64571014084628,Put,75500,2025-07-31,5293,104.59593635025026,4.848487411196638,31.929707340542734,68.597142104754,-2.727569998504843,0.9183354656860496,-34046,30.3880958835444,42.26990472039677,26.391997221887053,-36.28968014899081,111.63629006633995,104.46629046138939,115.92000664995098,102.62154969339073
2023-02-15,28.496112549520436,64407,102.73544051556983,113.42035811818724,103.02000237538869,108.58783744388816,100.4177195614978,Call,75000,2025-07-31,2123,103.24113749882585,4.586533570475921,18.717872472066244,13.814795913189613,-2.9580818874117276,2.122641369570273,-92719,9.256809096588647,63.94622348464068,99.085654741586,-86.11760572836084,108.57132370630522,104.21717177080298,107.7030444379319,95.24392930817353
2023-02-16,22.833880387935096,179713,101.53276794918088,106.46659457012206,103.86816832923071,107.12131457975653,100.58531097236649,Put,75500,2025-07-31,9730,103.75453078204885,1.1749590491260586,46.72595830276685,-0.6252557363762179,-0.07551526232188355,2.955324305628764,-89169,76.59270419601157,22.466583416790286,39.609142012628986,-59.67152072893731,113.82685480450132,97.92267107324291,112.88698485943857,98.58139055485442
