implied_volatility,last_traded_price,open_interest,high,low,ask_price,bid_price,RSI,IV_ZScore,OI_Change,PnL,close,target
15.2,100.5,100000.0,101.0,99.0,100.6,100.4,45.0,0.5,100.0,10.0,100.5,1
16.1,101.2,105000.0,102.0,100.0,101.3,101.1,25.0,1.2,200.0,-5.0,101.2,1
14.8,102.1,103000.0,103.0,101.0,102.2,102.0,65.0,0.1,50.0,15.0,102.1,1
17.5,103.0,110000.0,104.0,102.0,103.1,102.9,35.0,2.1,600.0,20.0,103.0,0
15.5,102.5,108000.0,103.5,101.5,102.6,102.4,70.0,0.8,150.0,-10.0,102.5,1
16.8,103.8,112000.0,104.5,102.5,103.9,103.7,28.0,1.5,400.0,5.0,103.8,1
15.0,104.3,111000.0,105.0,103.0,104.4,104.2,55.0,0.3,250.0,12.0,104.3,1
18.0,105.0,115000.0,106.0,104.0,105.1,104.9,32.0,2.5,700.0,25.0,105.0,0
15.3,104.5,113000.0,105.5,103.5,104.6,104.4,68.0,0.6,300.0,-8.0,104.5,0
15.188112974586144,100.49411101672582,100007.04563049442,100.98054087924184,99.00431252386716,100.61434739641297,100.40422313931816,45.14010116425432,0.5057393962865129,100.85174748378644,10.00579858859369,100.5194998713509,1
16.108901977154947,101.20761539486492,104933.6502516489,102.02704574408791,100.00948701301364,101.31690948009316,101.10785199419756,25.07270902400564,1.1952875035979902,199.85089776070097,-4.984073417621939,101.21774420923884,1
14.780843007917763,102.11680355595033,102964.73294769748,102.98426520304972,100.9904878760472,102.18924238918363,101.97494966403706,65.07858918887308,0.093346873083837,49.46918734769975,14.906394496044983,102.08073369743452,1
17.49533085536644,102.98727040478076,109958.71008043982,103.98135102719012,101.99777340758008,103.1228838048456,102.87432279201938,35.12339694680784,2.098605889115788,597.2834115799726,20.14791134898268,103.00642429898596,0
15.466768004794137,102.50753265284378,108042.80675377324,103.5109305850294,101.52854224503686,102.60014168320374,102.40571343544396,69.95363452548327,0.7845024822328412,149.9982777718318,-10.234087286918616,102.49196993549064,1
16.803850806615817,103.81075352298076,111949.0537286121,104.5001037771826,102.49978443471954,103.89616933893382,103.69410625061406,28.07029570110969,1.4976982887402297,399.15773480046926,5.242624110559354,103.8000320946792,1
14.994861777182006,104.26845375387433,111022.95389440923,105.01740057939293,102.97584359511436,104.39843302439446,104.23819819220928,55.18278347428175,0.292371075667285,251.85625373959132,12.146666833243266,104.30082523998526,1
17.988640345244207,104.97936244559104,115049.91706842268,105.98484767824162,103.9843061981812,105.104530896941,104.89115317844292,31.946210367527588,2.4841391631751946,704.4701141085955,24.738651670439697,104.99353627623354,0
15.313638780481051,104.48451170199075,112957.61145730109,105.46243617897176,103.5167558222872,104.60523222624003,104.374727775881,67.96956105754408,0.6001414837526132,304.2220885872202,-8.049792151322121,104.51002412787878,0
15.209160084225145,100.53296783917703,99967.99766033104,101.02532888657996,98.98415555715248,100.60726270952368,100.39724524022417,44.67563553621096,0.5038940106648032,100.10729963144236,9.883302359949118,100.48131825318316,1
16.11518915049034,101.18869709193989,105045.5381353102,102.00749360881,99.98020404453884,101.32665046333044,101.10809931896075,24.81690486909283,1.206379959818731,196.14243335050517,-4.725135850096494,101.18675435257214,1
14.807354646441288,102.1242492729422,103105.99136690516,103.00214464649974,101.0096564285062,102.20260377274832,102.00064988717187,65.08358038595276,0.0979400914603096,48.35398899635867,14.983940170723804,102.09755384360945,1
17.49010627019117,103.01482709055026,109904.33656354074,104.01812171539568,102.0018736834063,103.10302363029572,102.89224803381956,34.95089649962977,2.1193645945248027,598.5649997152291,19.83812148271572,103.02064354308531,0
